Airport Code,Airport Name,City ,State,Airline,Facility,Weekday,Saturday,Sunday,latitude_deg,longitude_deg
FWA,Fort Wayne International,Fort Wayne,Indiana,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,40.9785,-85.195099
FWA,Fort Wayne International,Fort Wayne,Indiana,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,40.9785,-85.195099
FWA,Fort Wayne International,Fort Wayne,Indiana,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,40.9785,-85.195099
GCK,Garden City Regional,Garden City,Kansas,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,37.92750168,-100.723999
GCK,Garden City Regional,Garden City,Kansas,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,37.92750168,-100.723999
GEG,Spokane International,Spokane,Washington,Alaska Airlines,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,47.6199,-117.533997
GEG,Spokane International,Spokane,Washington,Alaska Airlines,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,47.6199,-117.533997
GEG,Spokane International,Spokane,Washington,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,47.6199,-117.533997
GEG,Spokane International,Spokane,Washington,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,47.6199,-117.533997
GFK,Grand Forks International,Grand Forks,North Dakota,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,47.949299,-97.176102
GFK,Grand Forks International,Grand Forks,North Dakota,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,47.949299,-97.176102
GGG,East Texas Regional,Longview,Texas,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,32.38399887084961,-94.71150208
GGG,East Texas Regional,Longview,Texas,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,32.38399887084961,-94.71150208
GJT,Grand Junction Regional,Grand Junction,Colorado,American Eagle,Counter,6:00-22:00,7:00-20:00,8:00-18:00,39.126663,-108.529387
GJT,Grand Junction Regional,Grand Junction,Colorado,American Eagle,Counter,6:00-22:00,7:00-20:00,8:00-18:00,39.126663,-108.529387
GNV,Gainesville Regional,Gainesville,Florida,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,29.69009972,-82.27179718
GNV,Gainesville Regional,Gainesville,Florida,American Eagle,Counter,5:30-21:00,6:00-18:00,N/A,29.69009972,-82.27179718
GPT,Gulfport-Biloxi International,Gulfport,Mississippi,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,30.407301,-89.070099
GPT,Gulfport-Biloxi International,Gulfport,Mississippi,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,30.407301,-89.070099
GRB,Austin Straubel International,Green Bay,Wisconsin,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,44.483459,-88.130805
GRB,Austin Straubel International,Green Bay,Wisconsin,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,44.483459,-88.130805
GRI,Central Nebraska Regional,Grand Island,Nebraska,Allegiant,Counter,6:00-20:00,7:00-18:00,N/A,40.967498779296875,-98.30960083
GRI,Central Nebraska Regional,Grand Island,Nebraska,Allegiant,Counter,6:00-20:00,7:00-18:00,N/A,40.967498779296875,-98.30960083
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,42.88079834,-85.52279663
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,42.88079834,-85.52279663
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,42.88079834,-85.52279663
GRR,Gerald R. Ford International Airport,Grand Rapids,MI,United,United Cargo,No Cargo,No Cargo,,42.88079834,-85.52279663
GRR,Gerald R Ford International,Grand Rapids,Michigan,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,42.88079834,-85.52279663
GRR,Gerald R Ford International,Grand Rapids,Michigan,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,42.88079834,-85.52279663
GRR,Gerald R Ford International,Grand Rapids,Michigan,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,42.88079834,-85.52279663
GRR,Gerald R Ford International,Grand Rapids,Michigan,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,42.88079834,-85.52279663
GSO,Piedmont Triad International,Greensboro,North Carolina,American,Dedicated Facility,24/7,24/7,24/7,36.097801,-79.937302
GSO,Piedmont Triad International,Greensboro,North Carolina,American,Dedicated Facility,24/7,24/7,24/7,36.097801,-79.937302
GSO,Piedmont Triad International,Greensboro,North Carolina,American,Dedicated Facility,24/7,24/7,24/7,36.097801,-79.937302
GSP,Greenville Spartanburg International Airport,Greenville,SC,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,34.895699,-82.218903
GSP,Greenville Spartanburg International Airport,Greenville,SC,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,34.895699,-82.218903
GSP,Greenville Spartanburg International Airport,Greenville,SC,Southwest,Southwest Cargo,No Cargo,No Cargo,,34.895699,-82.218903
GSP,Greenville Spartanburg International Airport,Greenville,SC,United,United Cargo,No Cargo,No Cargo,,34.895699,-82.218903
GSP,Greenville Spartanburg International,Greer,South Carolina,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,34.895699,-82.218903
GSP,Greenville Spartanburg International,Greer,South Carolina,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,34.895699,-82.218903
GSP,Greenville Spartanburg International,Greer,South Carolina,Allegiant,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,34.895699,-82.218903
GSP,Greenville Spartanburg International,Greer,South Carolina,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,34.895699,-82.218903
GSP,Greenville Spartanburg International,Greer,South Carolina,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,34.895699,-82.218903
GSP,Greenville Spartanburg International,Greer,South Carolina,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,34.895699,-82.218903
GST,Gustavus Airport,Gustavus,Alaska,Alaska Airlines,Counter,6:00-22:00,6:00-20:00,8:00-16:00,58.4253006,-135.7070007
GST,Gustavus Airport,Gustavus,Alaska,Alaska Airlines,Counter,6:00-22:00,6:00-20:00,8:00-16:00,58.4253006,-135.7070007
GTF,Great Falls International,Great Falls,Montana,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,47.48199844,-111.3710022
GTF,Great Falls International,Great Falls,Montana,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,47.48199844,-111.3710022
GTF,Great Falls International Airport,Great Falls,MT,American,AA Cargo Directory,No Cargo,No Cargo,,47.48199844,-111.3710022
GTF,Great Falls International Airport,Great Falls,MT,Delta,Delta Cargo Directory,No Cargo,No Cargo,,47.48199844,-111.3710022
GTF,Great Falls International Airport,Great Falls,MT,Southwest,Southwest Cargo,No Cargo,No Cargo,,47.48199844,-111.3710022
GTF,Great Falls International Airport,Great Falls,MT,United,United Cargo,No Cargo,No Cargo,,47.48199844,-111.3710022
GTR,Golden Triangle,Columbus,Mississippi,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,33.450298,-88.5914
GTR,Golden Triangle,Columbus,Mississippi,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,33.450298,-88.5914
GUC,Gunnison-Crested Butte Regional,Gunnison,Colorado,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,38.534672,-106.934566
GUC,Gunnison-Crested Butte Regional,Gunnison,Colorado,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,38.534672,-106.934566
HGR,Hagerstown Regional,Hagerstown,Maryland,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,39.708771,-77.728014
HGR,Hagerstown Regional,Hagerstown,Maryland,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,39.708771,-77.728014
HIB,Range Regional,Hibbing,Minnesota,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,47.384831,-92.836905
HIB,Range Regional,Hibbing,Minnesota,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,47.384831,-92.836905
HKY,Hickory Regional,Hickory,North Carolina,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,,
HKY,Hickory Regional,Hickory,North Carolina,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,,
HLN,Helena Regional,Helena,Montana,Delta Connection,Counter,6:00-20:00,7:00-18:00,N/A,46.6068,-111.983002
HLN,Helena Regional,Helena,Montana,Delta Connection,Counter,6:00-20:00,7:00-18:00,N/A,46.6068,-111.983002
HNL,Daniel K Inouye International,Honolulu,Hawaii,Hawaiian Airlines,Dedicated Facility,24/7,24/7,24/7,21.32062,-157.924228
HNL,Daniel K Inouye International,Honolulu,Hawaii,Hawaiian Airlines,Dedicated Facility,24/7,24/7,24/7,21.32062,-157.924228
HNL,Daniel K Inouye International Airport,Honolulu,HI,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,21.32062,-157.924228
HNL,Daniel K Inouye International Airport,Honolulu,HI,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,21.32062,-157.924228
HNL,Daniel K Inouye International Airport,Honolulu,HI,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,21.32062,-157.924228
HNL,Daniel K Inouye International Airport,Honolulu,HI,United,United Cargo,8:00-17:00,8:00-17:00,,21.32062,-157.924228
HOU,William P Hobby,Houston,Texas,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,29.645399,-95.2789
HOU,William P Hobby,Houston,Texas,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,29.645399,-95.2789
HOU,William P Hobby,Houston,Texas,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,29.645399,-95.2789
HOU,William P Hobby,Houston,Texas,United,Counter,5:00-22:00,7:00-20:00,8:00-18:00,29.645399,-95.2789
HOU,William P Hobby,Houston,Texas,United,Counter,5:00-22:00,7:00-20:00,8:00-18:00,29.645399,-95.2789
HOU,William P Hobby,Houston,Texas,United,Counter,5:00-22:00,7:00-20:00,8:00-18:00,29.645399,-95.2789
HPN,Westchester County,White Plains,New York,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.06700134277344,-73.70760345
HPN,Westchester County,White Plains,New York,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,41.06700134277344,-73.70760345
HRL,Valley International,Harlingen,Texas,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,26.228500366210938,-97.65440369
HRL,Valley International,Harlingen,Texas,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,26.228500366210938,-97.65440369
HSV,Huntsville International-Carl T Jones Field,Huntsville,Alabama,American,Dedicated Facility,5:30-21:00,6:00-16:00,N/A,34.637199,-86.775101
HSV,Huntsville International-Carl T Jones Field,Huntsville,Alabama,American,Dedicated Facility,5:30-21:00,6:00-16:00,N/A,34.637199,-86.775101
HSV,Huntsville International-Carl T Jones Field,Huntsville,Alabama,American,Dedicated Facility,5:30-21:00,6:00-16:00,N/A,34.637199,-86.775101
HSV,Huntsville International-Carl T Jones Field,Huntsville,Alabama,American,Dedicated Facility,5:30-21:00,6:00-16:00,N/A,34.637199,-86.775101
HSV,Huntsville International-Carl T Jones Field,Huntsville,Alabama,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,34.637199,-86.775101
HSV,Huntsville International-Carl T Jones Field,Huntsville,Alabama,Delta,Dedicated Facility,5:30-21:00,6:00-16:00,N/A,34.637199,-86.775101
HSV,Huntsville International-Carl T Jones Field,Huntsville,Alabama,Delta,Dedicated Facility,5:30-21:00,6:00-16:00,N/A,34.637199,-86.775101
HSV,Huntsville International-Carl T Jones Field,Huntsville,Alabama,Delta,Dedicated Facility,5:30-21:00,6:00-16:00,N/A,34.637199,-86.775101
HSV,Huntsville International-Carl T Jones Field,Huntsville,Alabama,Delta,Dedicated Facility,5:30-21:00,6:00-16:00,N/A,34.637199,-86.775101
HSV,Huntsville International-Carl T Jones Field,Huntsville,Alabama,Southwest,Southwest Cargo,No Cargo,No Cargo,,34.637199,-86.775101
HSV,Huntsville International-Carl T Jones Field,Huntsville,Alabama,United,United Cargo,No Cargo,No Cargo,,34.637199,-86.775101
HSV,Huntsville International-Carl T Jones Field,Huntsville,Alabama,United,Dedicated Facility,5:30-21:00,6:00-16:00,N/A,34.637199,-86.775101
HSV,Huntsville International-Carl T Jones Field,Huntsville,Alabama,United,Dedicated Facility,5:30-21:00,6:00-16:00,N/A,34.637199,-86.775101
HSV,Huntsville International-Carl T Jones Field,Huntsville,Alabama,United,Dedicated Facility,5:30-21:00,6:00-16:00,N/A,34.637199,-86.775101
HSV,Huntsville International-Carl T Jones Field,Huntsville,Alabama,United,Dedicated Facility,5:30-21:00,6:00-16:00,N/A,34.637199,-86.775101
HSV,Huntsville International-Carl T Jones Field,Huntsville,Alabama,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,34.637199,-86.775101
HYA,Barnstable Municipal,Hyannis,Massachusetts,Cape Air,Counter,7:00-19:00,7:00-15:00,N/A,41.6693,-70.280403
HYA,Barnstable Municipal,Hyannis,Massachusetts,Cape Air,Counter,7:00-19:00,7:00-15:00,N/A,41.6693,-70.280403
HYS,Hays Regional,Hays,Kansas,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,38.844521,-99.273148
HYS,Hays Regional,Hays,Kansas,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,38.844521,-99.273148
IAD,Washington Dulles International Airport,Dulles,VA,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,38.9445,-77.455803
IAD,Washington Dulles International Airport,Dulles,VA,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,38.9445,-77.455803
IAD,Washington Dulles International Airport,Dulles,VA,Southwest,Southwest Cargo,No Cargo,No Cargo,,38.9445,-77.455803
IAD,Washington Dulles International Airport,Dulles,VA,United,United Cargo,8:00-17:00,8:00-17:00,,38.9445,-77.455803
IAD,Washington Dulles International,Dulles,Virginia,DHL,Dedicated Facility,24/7,24/7,24/7,38.9445,-77.455803
IAD,Washington Dulles International,Dulles,Virginia,DHL,Dedicated Facility,24/7,24/7,24/7,38.9445,-77.455803
IAD,Washington Dulles International,Dulles,Virginia,United,Dedicated Facility,24/7,24/7,24/7,38.9445,-77.455803
IAD,Washington Dulles International,Dulles,Virginia,United,Dedicated Facility,24/7,24/7,24/7,38.9445,-77.455803
IAG,Niagara Falls International,Niagara Falls,New York,Allegiant Air,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.1073,-78.946198
IAH,George Bush Intercontinental,Houston,Texas,United,Dedicated Facility,24/7,24/7,24/7,29.984399795532227,-95.34140015
IAH,George Bush Intercontinental,Houston,Texas,United,Dedicated Facility,24/7,24/7,24/7,29.984399795532227,-95.34140015
IAH,George Bush Intercontinental Houston Airport,Houston,TX,American,AA Cargo Directory,7:00-19:00,7:00-19:00,,29.984399795532227,-95.34140015
IAH,George Bush Intercontinental Houston Airport,Houston,TX,Delta,Delta Cargo Directory,7:00-19:00,7:00-19:00,,29.984399795532227,-95.34140015
IAH,George Bush Intercontinental Houston Airport,Houston,TX,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,29.984399795532227,-95.34140015
IAH,George Bush Intercontinental Houston Airport,Houston,TX,United,United Cargo,7:00-19:00,7:00-19:00,,29.984399795532227,-95.34140015
IAN,Bob Baker Memorial Airport,Kiana,Alaska,Bering Air,Counter,6:00-21:00,6:00-18:00,6:00-15:00,66.976128,-160.439014
IAN,Bob Baker Memorial Airport,Kiana,Alaska,Bering Air,Counter,6:00-21:00,6:00-18:00,6:00-15:00,66.976128,-160.439014
IAN,Bob Baker Memorial Airport,Kiana,Alaska,Ryan Air,Counter,6:00-21:00,6:00-18:00,6:00-15:00,66.976128,-160.439014
IAN,Bob Baker Memorial Airport,Kiana,Alaska,Ryan Air,Counter,6:00-21:00,6:00-18:00,6:00-15:00,66.976128,-160.439014
ICT,Wichita Dwight D Eisenhower Ntl,Wichita,Kansas,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,37.649899,-97.433098
ICT,Wichita Dwight D Eisenhower National,Wichita,Kansas,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,37.649899,-97.433098
ICT,Wichita Dwight D Eisenhower National,Wichita,Kansas,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,37.649899,-97.433098
ICT,Wichita Dwight D Eisenhower Ntl,Wichita,Kansas,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,37.649899,-97.433098
ICT,Wichita Dwight D Eisenhower National,Wichita,Kansas,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,37.649899,-97.433098
ICT,Wichita Dwight D Eisenhower National,Wichita,Kansas,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,37.649899,-97.433098
ICT,Wichita Eisenhower National Airport,Wichita,KS,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,37.649899,-97.433098
ICT,Wichita Eisenhower National Airport,Wichita,KS,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,37.649899,-97.433098
ICT,Wichita Eisenhower National Airport,Wichita,KS,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,37.649899,-97.433098
ICT,Wichita Eisenhower National Airport,Wichita,KS,United,United Cargo,No Cargo,No Cargo,,37.649899,-97.433098
IDA,Idaho Falls Regional,Idaho Falls,Idaho,Delta Connection,Counter,6:00-20:00,7:00-18:00,N/A,43.514599,-112.070999
IDA,Idaho Falls Regional,Idaho Falls,Idaho,Delta Connection,Counter,6:00-20:00,7:00-18:00,N/A,43.514599,-112.070999
ILG,Wilmington Airport,Wilmington,Delaware,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,39.678699,-75.606499
ILG,Wilmington Airport,Wilmington,Delaware,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,39.678699,-75.606499
ILM,Wilmington International,Wilmington,North Carolina,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,34.270599365234375,-77.90260315
ILM,Wilmington International,Wilmington,North Carolina,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,34.270599365234375,-77.90260315
IND,Indianapolis International Airport,Indianapolis,IN,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,39.7173,-86.294403
IND,Indianapolis International Airport,Indianapolis,IN,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,39.7173,-86.294403
IND,Indianapolis International Airport,Indianapolis,IN,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,39.7173,-86.294403
IND,Indianapolis International Airport,Indianapolis,IN,United,United Cargo,8:00-17:00,8:00-17:00,,39.7173,-86.294403
IND,Indianapolis International,Indianapolis,Indiana,American,Central Facility,5:00-22:00,7:00-20:00,8:00-18:00,39.7173,-86.294403
IND,Indianapolis International,Indianapolis,Indiana,Southwest,Central Facility,5:00-22:00,7:00-20:00,8:00-18:00,39.7173,-86.294403
IND,Indianapolis International,Indianapolis,Indiana,Southwest,Central Facility,5:00-22:00,7:00-20:00,8:00-18:00,39.7173,-86.294403
IND,Indianapolis International,Indianapolis,Indiana,Southwest,Central Facility,5:00-22:00,7:00-20:00,8:00-18:00,39.7173,-86.294403
IND,Indianapolis International,Indianapolis,Indiana,Southwest,Central Facility,5:00-22:00,7:00-20:00,8:00-18:00,39.7173,-86.294403
IND,Indianapolis International,Indianapolis,Indiana,Southwest,Central Facility,5:00-22:00,7:00-20:00,8:00-18:00,39.7173,-86.294403
INL,Falls International,International Falls,Minnesota,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,48.566200256347656,-93.40309906
INL,Falls International,International Falls,Minnesota,Delta Connection,Counter,5:30-21:00,6:00-18:00,N/A,48.566200256347656,-93.40309906
ITO,Hilo International,Hilo,Hawaii,Hawaiian Airlines,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,19.721399,-155.048004
ITO,Hilo International Airport,Hilo,HI,American,AA Cargo Directory,No Cargo,No Cargo,,19.721399,-155.048004
ITO,Hilo International Airport,Hilo,HI,Delta,Delta Cargo Directory,No Cargo,No Cargo,,19.721399,-155.048004
ITO,Hilo International Airport,Hilo,HI,Southwest,Southwest Cargo,No Cargo,No Cargo,,19.721399,-155.048004
ITO,Hilo International Airport,Hilo,HI,United,United Cargo,No Cargo,No Cargo,,19.721399,-155.048004
JAC,Jackson,Wyoming,Delta,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,,43.6072998,-110.737999
JAC,Jackson Hole Airport,Jackson,Wyoming,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.6072998,-110.737999
JAC,Jackson Hole,Jackson,Wyoming,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.6072998,-110.737999
JAC,Jackson Hole,Jackson,Wyoming,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.6072998,-110.737999
JAC,Jackson Hole,Jackson,Wyoming,Delta,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.6072998,-110.737999
JAC,Jackson Hole,Jackson,Wyoming,Delta,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,43.6072998,-110.737999
JAN,Jackson-Medgar Wiley Evers International,Jackson,Mississippi,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,32.311199,-90.075897
JAN,Jackson-Medgar Wiley Evers International,Jackson,Mississippi,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,32.311199,-90.075897
JAX,Jacksonville International Airport,Jacksonville,FL,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,30.492469,-81.687813
JAX,Jacksonville International Airport,Jacksonville,FL,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,30.492469,-81.687813
JAX,Jacksonville International Airport,Jacksonville,FL,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,30.492469,-81.687813
JAX,Jacksonville International Airport,Jacksonville,FL,United,United Cargo,8:00-17:00,8:00-17:00,,30.492469,-81.687813
JAX,Jacksonville International,Jacksonville,Florida,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,30.492469,-81.687813
JAX,Jacksonville International,Jacksonville,Florida,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,30.492469,-81.687813
JAX,Jacksonville International,Jacksonville,Florida,American,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,30.492469,-81.687813
JAX,Jacksonville International,Jacksonville,Florida,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,30.492469,-81.687813
JAX,Jacksonville International,Jacksonville,Florida,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,30.492469,-81.687813
JAX,Jacksonville International,Jacksonville,Florida,Southwest,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,30.492469,-81.687813
JFK,John F Kennedy International,New York,New York,American,Dedicated Facility,24/7,24/7,24/7,40.639447,-73.779317
JFK,John F Kennedy International,New York,New York,American,Dedicated Facility,24/7,24/7,24/7,40.639447,-73.779317
JFK,John F Kennedy International,New York,New York,American,Dedicated Facility,24/7,24/7,24/7,40.639447,-73.779317
JFK,John F Kennedy International,New York,New York,American,Dedicated Facility,24/7,24/7,24/7,40.639447,-73.779317
JFK,John F Kennedy International,New York,New York,Delta,Dedicated Facility,24/7,24/7,24/7,40.639447,-73.779317
JFK,John F Kennedy International,New York,New York,Delta,Dedicated Facility,24/7,24/7,24/7,40.639447,-73.779317
JFK,John F Kennedy International,New York,New York,Delta,Dedicated Facility,24/7,24/7,24/7,40.639447,-73.779317
JFK,John F Kennedy International,New York,New York,Delta,Dedicated Facility,24/7,24/7,24/7,40.639447,-73.779317
JFK,John F Kennedy International,New York,New York,JetBlue,Dedicated Facility,24/7,24/7,24/7,40.639447,-73.779317
JFK,John F Kennedy International,New York,New York,JetBlue,Dedicated Facility,24/7,24/7,24/7,40.639447,-73.779317
JFK,John F Kennedy International,New York,New York,JetBlue,Dedicated Facility,24/7,24/7,24/7,40.639447,-73.779317
JFK,John F Kennedy International,New York,New York,JetBlue,Dedicated Facility,24/7,24/7,24/7,40.639447,-73.779317
JFK,John F Kennedy International,New York,New York,Kalitta Air,Dedicated Facility,24/7,24/7,24/7,40.639447,-73.779317
JFK,John F Kennedy International,New York,New York,Kalitta Air,Dedicated Facility,24/7,24/7,24/7,40.639447,-73.779317
JFK,John F Kennedy International,New York,New York,Kalitta Air,Dedicated Facility,24/7,24/7,24/7,40.639447,-73.779317
JFK,John F Kennedy International,New York,New York,Kalitta Air,Dedicated Facility,24/7,24/7,24/7,40.639447,-73.779317
JFK,John F Kennedy International Airport,New York,NY,American,AA Cargo Directory,6:00-23:00,6:00-23:00,,40.639447,-73.779317
JFK,John F Kennedy International Airport,New York,NY,Delta,Delta Cargo Directory,7:00-19:00,7:00-19:00,,40.639447,-73.779317
JFK,John F Kennedy International Airport,New York,NY,Southwest,Southwest Cargo,No Cargo,No Cargo,,40.639447,-73.779317
JFK,John F Kennedy International Airport,New York,NY,United,United Cargo,6:00-23:00,6:00-23:00,,40.639447,-73.779317
JLN,Joplin Regional,Joplin,Missouri,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,37.151798,-94.498299
JLN,Joplin Regional,Joplin,Missouri,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,37.151798,-94.498299
JMS,Jamestown Regional,Jamestown,North Dakota,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,46.92969894,-98.67819977
JMS,Jamestown Regional,Jamestown,North Dakota,American Eagle,Counter,6:00-20:00,7:00-18:00,N/A,46.92969894,-98.67819977
JNU,Juneau International,Juneau,Alaska,Alaska Airlines,Counter,6:00-22:00,6:00-20:00,8:00-16:00,58.355,-134.576004
JNU,Juneau International,Juneau,Alaska,Alaska Airlines,Counter,6:00-22:00,6:00-20:00,8:00-16:00,58.355,-134.576004
KKI,Akiachak Airport,Akiachak,Alaska,Grant Aviation,Counter,7:30-18:00,8:00-14:00,N/A,,
KKI,Akiachak Airport,Akiachak,Alaska,Grant Aviation,Counter,7:30-18:00,8:00-14:00,N/A,,
KKI,Akiachak Airport,Akiachak,Alaska,Hageland Aviation,Counter,7:30-18:00,8:00-14:00,N/A,,
KKI,Akiachak Airport,Akiachak,Alaska,Hageland Aviation,Counter,7:30-18:00,8:00-14:00,N/A,,
KOA,Ellison Onizuka Kona International at Keahole,Kailua Kona,Hawaii,Hawaiian Airlines,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,19.738783,-156.045603
KOA,Ellison Onizuka Kona International at Keahole,Kailua Kona,Hawaii,Hawaiian Airlines,Dedicated Facility,5:00-22:00,7:00-20:00,8:00-18:00,19.738783,-156.045603
KOA,Ellison Onizuka Kona International Airport at Keahole,Kailua Kona,HI,American,AA Cargo Directory,8:00-17:00,8:00-17:00,,19.738783,-156.045603
KOA,Ellison Onizuka Kona International Airport at Keahole,Kailua Kona,HI,Delta,Delta Cargo Directory,8:00-17:00,8:00-17:00,,19.738783,-156.045603
KOA,Ellison Onizuka Kona International Airport at Keahole,Kailua Kona,HI,Southwest,Southwest Cargo,6:00-22:00,6:00-22:00,,19.738783,-156.045603
KOA,Ellison Onizuka Kona International Airport at Keahole,Kailua Kona,HI,United,United Cargo,No Cargo,No Cargo,,19.738783,-156.045603
